PlasmoDB geneID,Early troph._mRNArpkM,Late troph._mRNArpkM
pf14_0409,67.02653699,82.45681744
pf14_0569,43.99551016,71.77775983
pfi0355c,170.1668182,182.855135
mal8p1.65,62.70541305,105.0313431
pf08_0043,NULL,72.09622492
mal13p1.178,NULL,37.1539342
pf07_0082,19.061139,30.91212015
mal7p1.118,NULL,30.03346322
pfi0930c,600.0147818,1103.313339
pfd0250c,35.01856585,48.77212952
pfd0950w,305.2106503,531.0433834
pfd1090c,NULL,86.59712803
pf08_0012,15.46739226,38.61440611
pf07_0034,NULL,75.18908365
pf14_0084,12.93947805,36.49187818
pfe0265c,17.55563951,55.89192673
pf14_0105,NULL,106.4967748
pfl0420w,NULL,7.553900407
mal13p1.249,20.68097369,49.71548799
pf10_0207,NULL,30.25167178
mal8p1.151,16.55165919,34.85638924
pf10_0097,NULL,NULL
mal13p1.234,21.39678357,43.22379536
pfc0720w,NULL,78.83727286
pf13_0063,322.5082123,461.8375805
pfc0235w,34.12243056,27.98060391
pff0940c,316.7908386,388.9650684
pfd0795w,37.19315489,91.65123776
pf10_0232,148.5409825,144.4734652
pf11_0052,120.185088,99.27634797
mal8p1.144,30.58897971,28.07657498
mal7p1.86,96.94903515,72.50769842
pf07_0056,62.23247193,64.83613419
pfc0245c,96.75185797,61.58995702
pfl2015w,43.61607417,49.71202355
pfc0925w,27.81243199,27.33135974
mal8p1.202,465.5372656,223.4228162
pfc0275w,NULL,79.81374251
pf14_0245,NULL,23.38180322
pf10_0276,NULL,47.63187651
pf11_0342,5.908167809,45.69998658
pfe0235c,2.848777175,32.09485034
pf07_0023,29.92276598,150.3808208
pfl0110c,NULL,84.5486678
pf14_0216,NULL,32.20064275
pf14_0597,NULL,81.58742961
pfi1360c,NULL,NULL
mal8p1.145,NULL,NULL
pf13_0067,NULL,10.71956422
pfi1375w-b,NULL,NULL
pfi1375w-a,NULL,NULL
pf11_0386,NULL,82.4030909
mal7p1.167,NULL,15.08541505
pf11_0424,NULL,33.53096423
pf14_0558,NULL,15.44817263
pfl1330c,NULL,43.39798224
pf07_0061,NULL,23.09423684
pfc0250c,20.45508112,155.2336464
mal13p1.202,NULL,25.50093186
pf10_0271,NULL,156.2003403
pf14_0238,NULL,22.54024909
pf14_0379,NULL,17.46102509
pff1120c,NULL,60.65948605
pfi0230c,NULL,130.71333
pf11_0185,NULL,8.771553854
pf07_0078,NULL,56.90194002
pf11_0253,30.4234449,NULL
pf14_0427,NULL,NULL
pfc0145c,24.89204877,23.21039272
pfl2255w,NULL,NULL
mal8p1.203,9.160759529,57.10418254
pf10_0188,NULL,24.14555922
pf14_0314,42.44822193,33.76335589
pfc0910w,159.6262511,97.43807502
mal7p1.102,8.684436499,62.62677599
pf08_0045,17.58394197,72.55547211
pfc0912w,NULL,155.7503805
pfe1465w-a,25.60935391,72.89668901
pfe1465w-b,26.12996575,74.67303394
pfc0280c,NULL,63.77254175
pf14_0583,NULL,22.66292725
pfd0935c,NULL,NULL
pfi0725c,NULL,64.90495058
pf10_0206,NULL,38.1084789
pfc0262c,NULL,106.0001518
pfl1780w,NULL,NULL
pf14_0581-a,NULL,NULL
pfl1180w,47.72402325,132.4350675
pf14_0581-b,NULL,NULL
pf11_0127,6.946550482,25.41779922
pff0650w,65.17492832,324.9211603
mal13p1.167,NULL,141.8932725
pfc0475c,18.2809613,118.1256559
pf10_0282,NULL,NULL
pf11_0146,NULL,76.67018265
pf14_0288,NULL,155.4040361
pf14_0309,NULL,98.23565755
pfd1075w,NULL,31.15055713
pfe0930w,NULL,24.49408979
pfi1325w,NULL,81.17446304
pf10_0186,NULL,13.09115071
pf13_0308,16.17228692,38.32491983
pfb0315w,11.11727226,51.71070039
pf10_0116,NULL,47.53607861
pfi0950w,NULL,46.06831697
pff0750w,NULL,87.6529578
pfb0345c,NULL,54.47445576
pfl0630w,NULL,62.34104997
pfe0555w,NULL,39.95643273
pf10_0360,NULL,22.26556874
pfi0385c,NULL,39.75831553
pf11_0227,NULL,26.07587878
pf11_0286,NULL,NULL
pfl1720w,40.94089097,305.022807
pf10_0311,NULL,NULL
pfb0161c,NULL,297.8296048
pf14_0618,NULL,32.43445746
pf14_0774,NULL,35.13662514
pf13_0154,60.55763292,134.3857893
mal13p1.21,NULL,44.99152039
pf14_0380,23.69246534,126.1254675
pff0440w,NULL,39.74134642
pfl1335w,22.82518801,131.0349391
pfl1390w,NULL,37.12503572
mal7p1.73,NULL,NULL
pf14_0160,NULL,21.19958334
pfc0435w,NULL,126.0791665
pf14_0248,NULL,308.585353
pf10_0020,35.52773044,262.175248
pf14_0617,NULL,65.0755116
pf14_0653-a,NULL,NULL
pff0270c,NULL,26.56132649
pf14_0653-b,NULL,NULL
pff0680c,NULL,67.21544132
pfd1050w,NULL,NULL
pf07_0016,NULL,35.25201361
pff1180w,NULL,NULL
pfi0375w,NULL,124.1324537
pf14_0415,NULL,71.52909782
pfi0465c,NULL,47.12978663
pf11_0435,18.23741805,40.54603983
pff0915w,NULL,42.8302883
pf11_0321,95.22800366,97.84645803
pf14_0243a,NULL,NULL
pff0895w,NULL,48.62290115
mal13p1.141,NULL,87.08046084
mal13p1.219,NULL,NULL
pfe1030c,NULL,NULL
mal13p1.205,NULL,NULL
pf07_0086,18.726003,31.28264236
pfl0745c,NULL,41.53514314
pf13_0329,NULL,NULL
pf11_0164,340.8967367,955.3366416
pf13_0327,NULL,NULL
mal13p1.139,NULL,NULL
pf13_0249,NULL,54.83009066
pf14_0408,NULL,11.74542463
pfi0405w,NULL,NULL
pf13_0353,NULL,50.41368968
mal8p1.8,NULL,NULL
pf11_0217,NULL,NULL
pff0595c,NULL,19.74732756
pf13_0258,11.98041389,20.4057775
pf13_0338,NULL,116.5436318
mal8p1.143-b,14.18702892,22.20571299
mal8p1.143-a,14.40737828,22.48567671
pf11_0377-c,245.8375566,427.1836925
pf11_0377-a,250.4001386,433.0300448
pf11_0377-b,316.1395487,552.8144973
pf07_0041,31.73671562,72.70403537
mal8p1.201,NULL,19.3018705
mal8p1.111,16.2083763,30.3656536
pf13_0164,NULL,28.38027874
pf14_0211,NULL,152.3212739
pf10_0189,NULL,18.17282577
pfa0295c,12.6769976,97.81141003
pf13_0040,36.51117191,55.11137805
pff0375c,NULL,41.98763777
pff1485w,46.84214756,76.42547039
pf14_0421,102.4630242,121.4674426
pf10_0312,NULL,37.37084924
pf13_0070,NULL,29.56671515
pfb0360c,NULL,30.42366417
pf10_0048,NULL,63.2761039
pfi0735c,NULL,41.11681882
pf11_0298,NULL,36.79804152
pfi0395w,NULL,26.57266127
mal8p1.79,NULL,NULL
pf11_0083,NULL,NULL
pfi1300c,NULL,14.75699521
pff1280w,NULL,34.38879672
pfb0585w,NULL,77.51073259
pfl0725w,NULL,54.24224549
pf14_0373,NULL,58.56991828
pf10_0120,NULL,88.1802181
pfl2090c,NULL,NULL
pfb0335c,12.62886303,289.1309496
mal8p1.121,74.64503451,102.0156698
pfe0225w,NULL,55.20629387
pff1325c,252.3886848,306.4191817
pfe0910w,NULL,NULL
pfi0510c,26.96268594,40.7452719
pf08_0109,199.4039049,230.6853093
mal13p1.169,68.37075792,66.23906112
pf10_0309,21.68254489,39.54621048
pff0960c,NULL,25.32360306
pf14_0142,98.80234742,292.9784675
mal8p1.84,NULL,27.5876492
pf13_0299,NULL,56.22186686
pf14_0443,NULL,348.4677951
pfl2185w,NULL,NULL
mal13p1.44,112.0832038,117.3039133
mal13p1.22,41.49245252,83.82070549
pfd0300w,40.57855406,39.18836177
pfe1170w,140.6123525,125.3380675
pfb0687c,NULL,NULL
pf10_0246a,NULL,28.30584293
pf14_0679,87.61227638,171.3965231
mal13p1.281,22.09970574,41.91476535
mal7p1.203,22.86255076,45.34172253
pfl2415w,80.08738297,123.6749774
pfd0660w,NULL,120.3884165
pf14_0647,8.251473176,24.25822545
pfl2380c,NULL,15.65322502
pf11_0477,12.41869475,36.57737957
pf14_0788-c,NULL,NULL
pf14_0369,NULL,95.92760589
mal13p1.86,128.0827418,160.6470386
pf11_0461,149.9028474,208.2984765
pfl0270c,54.86435316,49.09162712
pf14_0020,82.10819148,111.1927437
pfl2020c,23.9812597,37.44620406
pfl1825w,394.4988256,699.6913916
pf08_0059,145.3365017,215.7061357
pfa0555c,52.74085864,95.49616463
pfe1305c-b,36.49988262,66.68478214
pfe1305c-a,36.50432934,66.7414921
pfc0160w,NULL,NULL
pf14_0788-b,NULL,NULL
pf11_0370,NULL,140.0332768
pfa0190c,NULL,NULL
pf10_0330,NULL,NULL
pf14_0090,NULL,96.21115559
pf11_0443,NULL,89.40249858
pf14_0375,NULL,NULL
mal13p1.168,NULL,NULL
pf14_0215,NULL,32.28302475
pf10_0164,NULL,147.2521964
pff0335c,NULL,72.48058783
pf14_0343,NULL,13.4501246
pfe1515w,NULL,15.39993017
pf13_0216,NULL,NULL
pff0720w,NULL,17.77487096
pfl1685w,NULL,204.809301
pf14_0556,NULL,33.40631882
pfl0865w,39.9562653,75.05856276
pfd0190w,NULL,41.73310123
pf14_0303,NULL,6.635031868
mal13p1.215,NULL,202.3817088
pfe0440w,NULL,8.482777065
pfe1120w,NULL,6.137826617
pf11_0064,36.95168327,74.65290455
pfi1210w,NULL,5.73646156
pfd0710w,NULL,28.30651941
pf14_0171,NULL,NULL
pfl2215w,362.2382923,1779.838785
pfc0930c,NULL,7.396848318
pfc0615w,NULL,NULL
pf13_0072,NULL,20.89665625
pfb0340c,30.87260079,600.9928793
pfi0970c,NULL,66.76968995
pfi1730w,NULL,82.45714875
pf11_0429,NULL,31.49718796
pfl1160c,NULL,66.44775381
pfl2280w,13.03440113,37.80914929
mal8p1.22,NULL,36.79317532
pfl2140c,53.58784983,64.55429988
pf11_0395,NULL,18.41124286
pfl1500w,101.0946445,117.5824078
mal8p1.153,NULL,30.64952402
pff0610c,50.74026268,48.67093988
pf11_0107,34.01077013,33.49287756
pf07_0040,NULL,89.21720034
mal8p1.62,81.44315848,136.032498
pf10_0080,NULL,NULL
pfb0770c,NULL,NULL
mal7p1.207,NULL,28.36973582
pfe1555c,NULL,NULL
pfb0350c,NULL,55.05979449
mal13p1.296,NULL,5.815265465
pf14_0492,NULL,80.63019811
pf14_0788-a,NULL,NULL
pf14_0024,NULL,166.076082
pfa0205w,NULL,NULL
pf14_0506,NULL,16.01828599
pf11_0220,NULL,33.05022779
pfc0625w,NULL,34.38942695
pff0185c,NULL,12.97591335
pf13_0301,NULL,NULL
pfd0530c,NULL,24.829716
pf11_0338,NULL,161.2985293
pf11_0158,NULL,6.595326765
pfb0845w,NULL,NULL
pfi0800c,NULL,NULL
pf13_0120,NULL,21.61703312
pf11_0114,NULL,36.29569667
pff0380w,NULL,29.45931834
pf08_0007,NULL,NULL
pfd0940w,NULL,8.996141014
mal13p1.126,NULL,24.27875115
mal13p1.137,NULL,17.45139895
pf10_0292,NULL,33.45879163
mal8p1.146,NULL,36.79661978
mal13p1.37,NULL,30.77339199
pf14_0149,NULL,NULL
pfc0345w,NULL,26.48457135
pf10_0212a,6.729974219,31.15782432
pf07_0019,NULL,32.69873815
pf14_0681,29.3703202,148.0367834
pf10_0337,NULL,NULL
pf13_0149,19.46534477,89.67151158
pfb0435c,NULL,12.40513315
pfa0245w,NULL,65.65031458
pff0840w,NULL,NULL
pfe0420c,NULL,7.987759483
pfe0895c,NULL,26.23158336
pf10_0071,NULL,22.63743068
mal8p1.134,NULL,8.408865032
pfc0150w,15.97030053,68.10868054
pf10_0184,NULL,6.093307128
pf13_0229,49.23073163,88.03934143
pf11_0354,NULL,17.6651907
pf11_0243,NULL,32.93067167
pf11_0465,38.41731409,52.90862864
pf13_0260,NULL,94.49156389
pfl0315c,NULL,5.366937131
pf14_0383,NULL,NULL
pfe1260c,NULL,NULL
pf10_0082,25.0717747,80.60903604
pf14_0468,NULL,30.29659909
pf10_0245,16.41929403,47.81376402
pf11_0251,NULL,46.28778142
pf10_0161a,NULL,NULL
pf08_0064,NULL,NULL
pfl1320w,NULL,11.97058001
mal13p1.174,NULL,83.84741368
pf13_0086,NULL,42.33003585
mal13p1.321,39.59402767,71.41864436
mal7p1.13,NULL,61.92884183
pfd1095w,NULL,NULL
pfi1090w,724.7542342,1615.188843
pf14_0355,57.45230259,108.513158
pf10_0336,NULL,NULL
mal7p1.18,NULL,27.83378975
pf13_0160,NULL,57.97095945
pf14_0500,NULL,NULL
pff0570c,NULL,34.04609335
pff0670w,3.152550057,57.05210141
pf11_0238,NULL,NULL
pfb0310c,53.30481618,318.4533633
pfb0190c,NULL,21.88370254
pf13_0193,NULL,NULL
pfi0880c,35.90043247,485.0180478
pf14_0311,NULL,NULL
pf11_0160,50.57994905,53.84169566
pf10_0073,NULL,60.41263921
pfd0930w,NULL,NULL
pfe0835w,73.75996048,78.71903587
pf11_0487,71.56488171,85.26142768
pf11_0209,NULL,NULL
mal8p1.13,NULL,NULL
pff0200c,NULL,44.75916184
pfe0045c,NULL,NULL
pf11_0392,NULL,14.01897961
pfl1870c,NULL,66.44459793
pfi0975c,NULL,21.02245686
pfi1560c,NULL,23.91639512
pf10_0280,NULL,NULL
pfe1545c,NULL,NULL
pfl2110c,NULL,NULL
pf13_0078,NULL,NULL
mal7p1.17,NULL,6.178156007
pf14_0472,NULL,NULL
mal7p1.125,NULL,24.24954035
pfd0705c,NULL,60.02655578
mal7p1.137,NULL,37.27081325
pf11_0304,NULL,7.393894606
pfl1195w,NULL,37.70692929
mal13p1.114,NULL,8.738101701
pfi0710c,NULL,30.6938789
pfe0395c,NULL,180.7938589
pf13_0127,NULL,NULL
pf14_0337,NULL,12.64520331
pfl1415w,NULL,51.96012328
mal7p1.203a,NULL,NULL
pf13_0079,NULL,9.464800687
pf10_0254,NULL,20.53953316
pf11_0441,NULL,NULL
pf10_0146,NULL,14.74662158
pf14_0333,NULL,NULL
pff0683c,NULL,11.99892875
pfe1105c,NULL,NULL
pf08_0129,NULL,45.52369773
pfi0410c,NULL,NULL
mal13p1.130,NULL,282.8169778
mal13p1.188,NULL,NULL
pf11_0379,NULL,NULL
pfl1385c,NULL,239.5681949
pfe0575c,NULL,NULL
pf11_0343,NULL,NULL
pfe0650c,NULL,NULL
mal13p1.287,NULL,NULL
pf10_0283,NULL,NULL
pfi1530c,NULL,NULL
mal8p1.72,694.5040362,2253.182838
pfe1130w,NULL,41.92136429
pfe0355c,NULL,NULL
pfe0400w,NULL,31.70611403
mal13p1.228,NULL,34.10466919
pf10_0342,NULL,61.20388786
pf14_0213,NULL,NULL
pfl0260c,NULL,NULL
pf08_0082,NULL,19.98016565
pf07_0021,NULL,13.89581822
pf10_0372-a,938.0580512,1151.005866
pf10_0372-b,944.7965006,1160.214159
mal13p1.329,41.1121521,41.07747113
pfl0145c,1246.130491,1178.562812
pfi1485c,35.30103825,48.32133398
pfi1200w,58.02038732,85.94309763
pf14_0196,10.89455483,20.51416635
pff1020c,NULL,35.51376585
pfd0255w,NULL,26.30487224
pfe0340c,NULL,108.3078585
pf10_0268,50.28091869,319.9246177
pfa0260c,NULL,NULL
mal13p1.38,NULL,25.37309288
pf10_0177a,NULL,24.48513083
pff0615c,NULL,36.1552228
pfi1565w,NULL,713.3504759
pfl1110c,NULL,242.5234104
pf11_0168,NULL,23.1463757
pf11_0464,NULL,26.67651131
pff1010c,NULL,38.37867176
pfd0385w,NULL,38.51059843
mal13p1.118,NULL,58.03146589
pf07_0072,32.9172269,99.98359146
mal13p1.248,NULL,NULL
pf14_0353,NULL,NULL
pfd0295c,NULL,32.14298306
pfe1315w,NULL,NULL
pf10_0166,NULL,NULL
pfi1340w,NULL,45.50996497
mal13p1.152,NULL,NULL
pfl1105c,NULL,NULL
pff1475c,NULL,NULL
pf14_0033,NULL,NULL
pf10_0059,NULL,NULL
mal13p1.51,NULL,NULL
mal8p1.106-a,NULL,NULL
mal8p1.106-b,NULL,NULL
pfe1265w,NULL,34.7073888
pff0660w,NULL,11.60366634
pfl1700c,NULL,15.81917027
pfi0845w,NULL,NULL
pfd0240c,NULL,81.77098844
pf14_0234,17.58361642,24.96717822
mal8p1.135,NULL,NULL
pf10_0119,NULL,42.85956877
pfi0785c,NULL,20.07801162
pfi1685w,NULL,111.4466385
pf11_0373,NULL,NULL
pf10_0218,NULL,36.29274033
pf10_0308,NULL,16.24809368
pf14_0092,NULL,91.76379659
pf14_0293,NULL,NULL
pf14_0530,NULL,NULL
pfl1785c,NULL,NULL
pfl1580w,NULL,NULL
pff0705c,NULL,NULL
pfd1120c,NULL,196.3121133
pf10_0220,NULL,NULL
pfd0380c,NULL,9.484087357
pf08_0058,NULL,31.0645038
mal8p1.150,NULL,11.25580914
pf14_0732,NULL,53.89812392
pf14_0143,11.90632583,18.98418632
pf13_0166,NULL,NULL
pf14_0106,NULL,NULL
pfd1100c,NULL,NULL
pfb0935w,NULL,23.13431951
pfe0785c,NULL,369.7402678
pf11_0180,NULL,NULL
pfi1445w,14.24601387,306.1939748
pfi0705w,NULL,58.0898138
pfl2285c,NULL,NULL
pf13_0225,NULL,NULL
pf10_0094,NULL,NULL
pff0645c,NULL,NULL
pf10_0367,NULL,NULL
pff0305c,NULL,NULL
pf14_0119,NULL,NULL
pf14_0065,NULL,205.7685857
pf14_0660,NULL,NULL
pfe0165w,161.4203566,753.0691304
mal8p1.73,NULL,26.7555768
pfi0360c,NULL,NULL
pf14_0102,15.29376021,186.8184668
pf14_0495,NULL,29.33389273
pff0870w,NULL,34.21850189
pf14_0173,NULL,NULL
pfd1105w,NULL,NULL
pfl0840c,NULL,NULL
pfl1515c,NULL,11.81007222
pf14_0018,54.79935644,81.93356465
pfl1190c,9.280575842,26.08725429
pf11_0094,NULL,9.183826816
pff0995c,NULL,NULL
pf14_0607,NULL,26.74176919
pf10_0306,NULL,NULL
mal13p1.308,6.17101978,60.47214815
pf14_0281,NULL,19.49253454
pf14_0224,NULL,44.97531327
pf08_0091,18.03117535,59.24952466
pf14_0694,NULL,28.60538659
pf11_0190,NULL,73.62603294
pf11_0383,NULL,NULL
pf14_0334,NULL,17.42194599
pfl1565c,NULL,34.73722128
mal13p1.94,NULL,NULL
pfd0230c,NULL,35.50048285
pf11_0193,NULL,NULL
pff0710w,NULL,21.66435478
pfi1475w,37.16859397,555.265545
pfd0955w,NULL,NULL
pfd0800c,NULL,29.07865389
pf10_0156,NULL,NULL
pfl1025c,NULL,38.5183732
pf10_0347,NULL,NULL
pfa0265c,NULL,NULL
pf11_0300,NULL,38.15199564
mal13p1.297,NULL,NULL
pfd1110w,NULL,259.7855063
pfc0945w,NULL,46.63714063
pf11_0277,NULL,NULL
pfe1415w,NULL,30.20609913
mal13p1.49,NULL,NULL
pfi1675w,NULL,NULL
pfl1840w,NULL,NULL
mal13p1.102,NULL,NULL
pf10_0348,NULL,23.26847056
pfe0075c,NULL,80.83276599
pf11_0415,NULL,NULL
pf14_0468a,NULL,813.1725931
pfi0270w,NULL,NULL
pfl2290w,NULL,NULL
pfi1205c,12.28758403,17.55746863
pfi1370c,50.8825037,85.15445283
mal8p1.109,27.03757288,100.8185099
pfl1435c,NULL,9.052005569
pf10_0368,NULL,26.51518083
pfb0300c,NULL,137.8370916
pfb0815w,NULL,97.92011025
pfi0265c,16.49104428,335.9024996
pfl0300c,NULL,44.67867009
pff0485c,NULL,NULL
pfl1165w,NULL,NULL
pf13_0152,NULL,NULL
pf14_0392,NULL,8.685958915
pf10_0193,140.5878616,144.6932358
pf14_0572,NULL,NULL
pff0990c,NULL,NULL
mal13p1.306-a,NULL,NULL
pf14_0346,NULL,21.94270658
mal13p1.156,NULL,NULL
pfc0370w,NULL,NULL
pf10_0072,NULL,NULL
pf13_0197,NULL,300.6635149
pf13_0169,NULL,NULL
pf10_0345,NULL,67.68016448
pfi1015w,NULL,54.50177386
pfl1090w,NULL,122.7554122
mal7p1.84,NULL,66.76168664
pf14_0325,NULL,NULL
pf14_0586,NULL,47.26291861
pfe0080c,NULL,244.8926959
pff1365c,1.089593604,18.04847815
mal7p1.119,NULL,41.59374614
pfl0470w,20.71444914,29.60384047
pfl2505c,NULL,40.73438995
pf11_0287,58.74220493,69.63714779
pfe1410c,NULL,NULL
pf14_0652,NULL,NULL
pf13_0226,NULL,NULL
pfc0185w,NULL,NULL
pfi1555w,NULL,NULL
pfi0100c,NULL,NULL
pf10_0344,NULL,18.23621544
pf14_0578,NULL,NULL
pfd1130w,NULL,NULL
pfi1005w,NULL,NULL
mal13p1.331,NULL,NULL
pf14_0703,NULL,NULL
pf13_0255,NULL,NULL
pf10_0352,NULL,32.57585878
pf10_0034,NULL,9.997115436
pf07_0052,NULL,NULL
pff1420w,NULL,NULL
pfl1505c,NULL,NULL
pfa0535c,NULL,16.27418808
pfb0670c,NULL,NULL
mal13p1.182,NULL,NULL
pf10_0346,NULL,30.43349306
pfc0820w,NULL,2.495923211
pf11_0442,NULL,13.90592427
pfl1510c,NULL,NULL
pf14_0222,NULL,NULL
mal13p1.380,NULL,4.900824997
pf10_0037,NULL,5.497615551
pf11_0060,NULL,NULL
pf10_0295,NULL,32.82669321
pff0675c,NULL,12.2151429
pf13_0173,NULL,25.54085235
pfb0570w,NULL,NULL
pff1210w,NULL,NULL
pfd0720w,NULL,NULL
mal13p1.288,287.9191308,475.5157989
pf13_0019,20.25077058,36.32128029
pf14_0190,35.18303938,38.7439094
pf07_0104,NULL,NULL
pff1370w,54.64725898,63.79616072
mal13p1.60,16.12846938,36.49032298
pfl0245w,NULL,NULL
pf10_0179a,NULL,NULL
pf14_0511,94.71833636,87.85872334
pff0745c,18.77808363,24.56952777
mal13p1.302,91.72764087,85.13228781
pf07_0045,NULL,40.90846614
pfl2270w,28.93513494,32.8010819
pfl0855c,52.23863544,64.27188425
pf11_0189,112.8011253,135.990846
pf13_0090,NULL,NULL
mal13p1.298,24.95426611,42.93668798
mal8p1.126,NULL,NULL
pf10_0098,NULL,NULL
pf11_0396,143.443431,189.1565068
pfl1480w,69.30078735,80.19850191
pfd0900w,NULL,10.68673384
pfd0185c,22.97930421,36.91967369
pfi0690c,NULL,12.15712963
pfb0305c-a,NULL,64.71463847
pfb0305c-b,NULL,64.57779434
pfl2085w,NULL,NULL
pfc0355c,NULL,NULL
pfb0480w,NULL,NULL
pfe0770w,NULL,NULL
mal8p1.91,NULL,NULL
pfb0680w,NULL,NULL
mal13p1.278,NULL,6.792633868
pf14_0140,175.8178346,137.3778734
pfi0940c,NULL,NULL
pfl0635c,191.8622569,171.9568269
pfb0475c,NULL,40.42667735
pf08_0035,NULL,29.1383246
pf11_0290,NULL,NULL
pf14_0054,55.5982576,48.02720073
pfl1885c,67.8407299,25.1551866
pf10_0127,41.99096108,21.98349669
mal13p1.260,NULL,22.30546439
pfi0675w,NULL,NULL
pf13_0058,NULL,138.8514778
mal7p1.141,NULL,NULL
pf11_0167,NULL,NULL
pfe0365c,NULL,NULL
pf10_0281,NULL,86.08935002
pf11_0267,NULL,22.20873151
pfl2100w,NULL,NULL
pf10_0135,NULL,NULL
pf10_0039,NULL,109.0530779
pf07_0127,NULL,NULL
pfi0945w,NULL,NULL
pf10_0138,NULL,17.33147721
pfl2225w,NULL,133.5146286
pf08_0115,162.9586763,138.2978147
pfe1285w,NULL,152.5379642
pfa0415c,NULL,NULL
pfl2460w,NULL,69.56598933
pf13_0041,51.73933938,50.905242
pf08_0120,194.5473226,137.2756123
pfl0130c,66.80299469,64.40723124
pfi1695c,118.2219922,108.7008216
mal8p1.70,NULL,NULL
pfa0445w,NULL,NULL
pfb0665w,NULL,NULL
pfi1470c,NULL,NULL
pfa0210c,105.4974696,98.38499867
pf08_0118,NULL,NULL
pf10_0211,24.30538299,19.88734976
pf11_0344,NULL,60.86454958
pf14_0527,NULL,NULL
pf14_0374,NULL,14.18613505
pf08_0072,NULL,NULL
mal8p1.97,NULL,NULL
pf13_0161,NULL,NULL
pf11_0204,NULL,NULL
pfa0440w,NULL,85.16839625
pfb0275w,NULL,37.78515813
pfc1045c,NULL,23.54196547
pfe0175c,NULL,22.62022158
pf08_0108,NULL,27.19954652
pfd1145c,NULL,NULL
pfi0540w,NULL,NULL
pf07_0024,39.06086011,56.43795685
mal13p1.23-a,NULL,NULL
mal13p1.23-b,NULL,NULL
mal13p1.405,28.12859233,37.32252258
pf10_0262,NULL,9.702432746
pfl0870w,NULL,NULL
pfd0110w,NULL,8.217588163
pfb0905c,NULL,NULL
pfc0830w,NULL,NULL
pfa0125c,NULL,7.099387661
mal7p1.176,19.64157315,55.95183356
pf13_0233,44.46140607,140.9456633
pf08_0008,NULL,NULL
pf11_0268,NULL,NULL
pfl2520w,NULL,5.658593634
pf10_0357,NULL,NULL
pfi0175w-b,NULL,NULL
mal7p1.81,625.5517134,436.441763
pfd0100c,NULL,NULL
pff1095w,180.1618152,129.1942179
pfl2400w,235.3824904,170.8567373
pf13_0211,NULL,22.37307799
pff1375c-b,88.52488936,212.1164976
pf14_0108-b,NULL,7.510629819
pf14_0108-a,NULL,7.570385909
pf13_0069a,NULL,NULL
pff1460c,16.52294296,NULL
pff1375c-a,88.09541351,211.4569494
pfc0700c,NULL,NULL
pf14_0316,74.00288586,89.02695677
pff0575c,40.77980023,27.99529796
pfl2540w,103.3339613,38.25764393
pfd0985w,47.6848519,24.84099306
pf11_0091,391.7950754,133.1748628
pfl0885w,36.75796014,31.82672903
pf13_0055,NULL,NULL
pfd0885c,222.3355505,187.5959181
pf11_0038,NULL,NULL
pfc0582c-a,NULL,NULL
pf08_0113,381.914725,275.5801523
pfl0845w,512.4809169,377.8074462
mal13p1.77,92.58883657,70.45841543
pfe0485w,65.03259787,59.50151038
pf14_0069,NULL,NULL
pf10_0079,62.75236758,45.36471891
pf14_0046,454.0232797,351.2458923
pfl0290w,38.83539294,35.34778001
pf11_0241,50.85703012,46.47761092
pf14_0524,189.6868242,110.6457011
pfe0385w,119.2184291,65.88984118
pfi0915w,NULL,NULL
pfd0495c,77.60501869,27.35596477
pfd1135c,NULL,NULL
pff0290w,NULL,NULL
pf08_0119,NULL,NULL
pfl2410w,83.55313757,59.39323163
pf10_0100,NULL,327.5912742
pf13_0265,60.75736095,50.89233138
pfl0190w,248.1328747,138.5396618
pfb0760w,70.62564818,61.34093726
mal8p1.122,NULL,71.54158885
pfi0885w,NULL,123.3257243
mal8p1.52,230.2963066,402.8732626
pfa0310c,132.2727637,189.1130309
pfl0790w,45.4503936,70.53428902
pfl1810w,26.44575665,51.40977483
pfl0765w,47.24648057,47.73455998
mal13p1.163-b,103.8797015,217.7085632
mal13p1.163-a,110.4909985,230.2229242
pff0140c,NULL,34.94038753
pfl2220w,NULL,18.60705105
pfb0105c,103.1736224,98.89163671
pf11_0398,23.05643345,14.47336969
pff1100c,24.91805046,26.1254482
mal7p1.22,16.4448028,22.72221444
pfl1835w,46.88480831,36.93493689
pf08_0056,206.8217229,244.2529082
pf10_0163,NULL,NULL
mal8p1.68,NULL,NULL
mal8p1.88,NULL,NULL
pf11_0179,112.7695955,135.9893427
pfl1945c,NULL,NULL
pf08_0036,63.09391895,83.41811305
pfi1180w,47.94372042,53.37823262
pfb0915w,85.55195661,125.069236
pf13_0253,64.71771672,98.12730389
pf07_0059,105.1501143,146.8954816
pf11_0166,46.0473941,NULL
pf13_0297,36.11371711,68.09109555
pfa0135w,NULL,NULL
mal7p1.178,NULL,NULL
mal7p1.173,NULL,NULL
pf14_0753,NULL,NULL
pf14_0476,72.05584642,40.35486154
pfc0090w,NULL,NULL
pf11_0040,1968.495949,580.6205032
pfi1720w,NULL,NULL
pf13_0106,22.94442589,42.07806149
pf11_0239,12.05993438,12.92038397
mal7p1.108,29.7679226,49.37595557
pf14_0175,20.99363309,20.73486202
pfc1060c,49.93979204,58.60771048
pf13_0163,56.40284925,72.99711925
